openalexid,value,key
W4319780414,"['U-net', 'self-attention (SA) block', 'neural network', 'shot records', 'internal multiples', 'extended single-sided autofocusing']",Predictive AI
W4380421064,"['cryo-cooled mid-wave infrared sensor', 'high-performance computer', 'artificial intelligence image processing', 'mid-wave infrared sensor', 'hyperspectral sensors', 'radiation signatures']",Data-Centric AI
W4320856483,"['machine learning', 'quasiclassical trajectory']",Predictive AI
W4362549666,['XGBoost'],Predictive AI
W4323056186,[],Other
W4386249783,['deep learning'],Predictive AI
W4328107708,N/A,N/A
W4383424558,['HUME'],Decision-Support AI
W4386259705,[],Data-Centric AI
W4391528973,[],Other
W4387803741,"['deep learning-based pipeline', 'thermal band image']",Data-Centric AI
W4381058374,"['accuracy', 'classification']",Predictive AI
W4379615827,"['IoT sensor analytics', 'Anomaly detection (autoencoder-based)']",Data-Centric AI
W4377233647,"['machine learning model', 'feature-engineering', 'physical models', 'real-time drilling data analysis', 'early warning patterns']",Decision-Support AI
W4322003082,['neural network'],Data-Centric AI
W4321502576,['reinforcement learning'],Decision-Support AI
W4321488036,['GAN'],Data-Centric AI
W4377939898,[],Other
W4390071597,"['machine learning', 'forest map creation', 'forest health monitoring', 'biodiversity management']",Decision-Support AI
W4387827830,[],Other
W4391342067,"['Deep Learning (DL)', 'forecasting']",Predictive AI
W4378965815,"['image processing', 'OpenCV', 'Caffe model', 'deep neural networks', 'traffic density']",Data-Centric AI
W4392412557,"['stacking models', 'machine learning', 'accuracy weighting', 'random sampling', 'ensemble technology']",Predictive AI
W4386714241,[],Other
W4319216546,[],Other
W4385794425,[],Other
W4386126715,"['RNN-LSTM-BILSTM-GRU', 'LRCNN']",Predictive AI
W4385819859,"['GANs', 'Hessian approximation', 'Image-domain LSM']",Data-Centric AI
W4379385810,[],Other
W4385881397,N/A,N/A
W4386451617,[],Decision-Support AI
W4387801870,"['CNNs', 'onboard Artificial Intelligence']",Decision-Support AI
W4386470493,"['evidence theory', 'BP neural network']",Data-Centric AI
W4381744191,"['machine learning', 'supervised learning', 'time-series methods']",Predictive AI
W4381328074,['IoT sensor analytics'],Data-Centric AI
W4393973232,"['GRU', 'LSTM', 'ANN', 'CNN']",Predictive AI
W4383747208,"['IoT', 'IoT device', 'IoT sensors', 'AWS IoT', 'MQTT protocol']",Data-Centric AI
W4390551003,N/A,N/A
W4389988828,N/A,N/A
W4376272335,['Autonomous Systems'],Decision-Support AI
W4403312882,['IoT sensor analytics'],Data-Centric AI
W4391004589,['deep learning'],Data-Centric AI
W4382995912,"['Euclidean distance', 'Fuzzy logic', 'AHP method', 'analysis of net variations']",Decision-Support AI
W4387607115,"['bias-free multimodal data', 'fairness in system performance']",Data-Centric AI
W4387860416,[],Decision-Support AI
W4388076278,['machine learning-based techniques'],Predictive AI
W4322210187,"['machine learning', 'IoT sensor analytics', 'real-time monitoring']",Decision-Support AI
W4391216960,[],Other
W4392026594,"['BiDLSTM', 'LSTMs', 'air quality forecasting']",Predictive AI
W4385327498,[],Data-Centric AI
W4388851597,[],Other
W4388674314,"['Deep Learning', 'Synchrotron-Radiation micro-Computed Tomography (SR-microCT) images']",Data-Centric AI
W4390204090,"['feature extraction', 'magnitude classification', 'machine learning', 'DNN', 'SVM', 'RF']",Predictive AI
W4389933770,"['FastText', 'BERT', 'Globe embeddings', 'LSTM']",Predictive AI
W4376607945,"['radar systems', 'machine learning-aided signal processing chain', 'TDRadarNet', 'vehicle detection', '3D LiDAR point clouds', 'synthetic data creation']",Data-Centric AI
W4362552708,['open-source coding'],Data-Centric AI
W4319971285,[],Other
W4385810292,['IoT sensor analytics (LSTM-based)'],Predictive AI
W4385874648,"['MARS', 'Machine Learning', 'audio features']",Data-Centric AI
W4362495521,"['SIFT-FLANN', 'multiscale neighborhood information network', 'dual-path ConvNeXt network', 'self-attention-guided local information enhancement']",Data-Centric AI
W4323854592,['deep learning'],Data-Centric AI
W4389275055,"['machine learning', 'berth scheduling', 'historical delay data']",Data-Centric AI
W4385484577,"['CNN', 'Transformers']",Predictive AI
W4389544192,['agent-based modelling'],Decision-Support AI
W4389981452,"['machine learning', 'classification models']",Predictive AI
W4400909047,"['population dynamics', 'economic growth', 'aged population', 'digital technologies', 'artificial intelligence']",Decision-Support AI
W4321606213,"['deep learning', 'residual network model', 'migration learning techniques', 'landslide image data']",Decision-Support AI
W4387615518,[],Other
W4387003613,[],Other
W4386891923,[],Other
W4387738333,[],Other
W4386318548,"['LSTM', 'CNN', 'hmF2 parameter prediction']",Predictive AI
W4388098624,"['Deep Learning', 'Convolutional Neural Networks (CNNs)', 'Fault Detection']",Data-Centric AI
W4385318952,['deep transfer learning'],Data-Centric AI
W4387250553,['DPIA'],Decision-Support AI
W4385361098,[],Other
W4388878542,"['NLP', 'Convolutional Neural Networks (CNNs)', 'Opcode processing']",Data-Centric AI
W4366590528,[],Other
W4389722072,"['deep neural network', 'FWI gradient']",Decision-Support AI
W4390048589,"['machine learning', 'climate scenarios']",Predictive AI
W4388561174,[],Other
W4386959679,N/A,N/A
W4390338100,"['Convolutional Neural Networks (CNN)', 'Heart signal data', 'Deep learning approach', 'Sleep apnea detection model']",Predictive AI
W4387196917,"['anomaly detection (autoencoder-based)', 'reinforcement learning', 'IoT sensor analytics (LSTM-based)', 'drone-based traffic optimization', 'autonomous camera traps']",Decision-Support AI
W4386528480,['AI with human intervention'],Decision-Support AI
W4386579237,N/A,N/A
W4368227505,"['Discrete Wavelet Transform (DWT)', 'Mel-Frequency Cepstral Coefficients (MFCC)', 'Random Forest', 'Support Vector Machine', 'k-Nearest Neighbors']",Predictive AI
W4385467762,"['artificial neural networks', 'distributed fixed lag modeling', 'machine learning-based']",Predictive AI
W4386764018,"['Transfer Learning', 'CNN']",Predictive AI
W4389102658,"['Graph signal processing', 'Deep Learning', 'CNNs', 'Transformers', 'MFA-Conformer', 'feature extraction from graph domain', 'damage detection']",Data-Centric AI
W4388855500,"['CNN', 'road images']",Data-Centric AI
W4380318679,"['image classification', 'Inception-ResNet V2', 'InceptionV3']",Predictive AI
W4389544896,"['Google AppSheet', 'cloud-based daily periodic inspection system', 'daily inspections', 'equipment safety', 'maintenance processes']",Data-Centric AI
W4387825988,[],Other
W4388675921,"['deep neural network', 'deep learning', 'nonparametric test (K-S parametric test and Mann-Whitney test)', 'MATLAB']",Data-Centric AI
W4386704200,"['deep learning', 'graph network', 'm E database', 'CEEM platform', 'web interface']",Data-Centric AI
W4391594700,"['CNN', 'BiGRU', 'attention mechanism']",Predictive AI
W4387487193,"['Convolutional Neural Networks (CNNs)', 'Classification']",Decision-Support AI
W4367681760,"['split', 'depthwise convolution (DC)', 'multiple kernel sizes block (MKSB)', 'channel-shuffle (CS)', 'Synthetic Aperture Radar (SAR) image analysis']",Data-Centric AI
W4387665121,[],Other
W4392407829,"['Inception ResNet-V2', 'Convolutional Neural Networks', 'Image processing', 'Object detection', 'Deep Learning']",Data-Centric AI
W4318182834,[],Other
W4387801765,"['Convolutional neural networks (CNNs)', 'sea ice segmentation', 'data augmentation', 'loss function', 'multiscale strategies', 'knowledge distillation']",Data-Centric AI
W4315783133,"['Latent Dirichlet Allocation model', 'Natural Language Processing (NLP)']",Data-Centric AI
W4386690640,[],Other
W4394628399,"['artificial neural network', 'ANNS', 'satellite images', 'normalized difference vegetation index (NDVI)', 'vegetation condition index (VCI)']",Predictive AI
W4388757807,['artificial neural networks'],Decision-Support AI
W4389065589,[],Other
W4380679999,['government data'],Data-Centric AI
W4327519519,['convolution neural network (CNN)'],Predictive AI
W4322491885,[],Other
W4378980235,"['CNN', 'plant disease detection']",Predictive AI
W4387828927,[],Other
W4378227356,"['CNN', 'LSTM']",Predictive AI
W4321500607,"['Deep learning', 'image generation', 'multi-label classification', 'Recurrent Neural Network (RNN)', 'Convolutional Neural Network (CNN)']",Predictive AI
W4383374542,"['Deep Learning', 'Convolutional Neural Network', 'Atmospheric circulation types', 'Climate model ensembles']",Data-Centric AI
W4391424281,"['Artificial Neural Networks (ANNs)', 'wave climate forecasts', 'clustering techniques']",Decision-Support AI
W4387089023,"['CNN', 'LSTM']",Predictive AI
W4378229814,"['ML', 'CNN']",Data-Centric AI
W4362544425,['Convolutional Neural Networks (CNN)'],Decision-Support AI
W4386631162,"['kappa-metrics', 'majority vote', 'inter-annotator variability']",Data-Centric AI
W4388854019,"['convolutional neural networks (ConvRnet)', 'three-dimensional displacement monitoring', 'underground three-dimensional displacement', 'mutual inductance voltages']",Predictive AI
W4386764076,[],Other
W4322011634,"['Graph Neural Networks (GNNs)', 'Time series quality control', 'Autoencoder architecture']",Data-Centric AI
W4367301034,"['image classification', 'RESNET convolutional neural network']",Data-Centric AI
W4322002715,"['artificial neural network', 'differential equation']",Predictive AI
W4316498415,"['reinforcement learning', 'urban planning']",Decision-Support AI
W4386919287,"['AI', 'ANN']",Data-Centric AI
W4388688530,"['structural policy decision-making approach', 'confirmatory model', 'Artificial Neural Network (ANN)', 'mobility choice prediction', 'policy recommendations', 'municipal transportation policy executives']",Decision-Support AI
W4389662439,['artificial neural networks'],Predictive AI
W4322211596,"['Machine Learning', 'feature selection', 'assess relative importance']",Predictive AI
W4392941972,"['ANN', 'RNN-LSTM']",Predictive AI
W4323967892,"['CNNs', 'GRUs', 'Time-Series Forecasting', 'Classification']",Predictive AI
W4323027018,"['deep convolutional neural network (CNN)', 'rock damage state recognition']",Predictive AI
W4321605609,"['convolutional neural network', 'long short-term memory model', 'customized loss function']",Predictive AI
W4386705320,N/A,N/A
W4387872910,"['hostile learning', 'model rearrangement', 'versatile distributed learning']",Decision-Support AI
W4390045096,"['natural language processing', 'machine translation', 'neural network technology']",Decision-Support AI
W4387876009,"['AI for pest control', 'AI for disease identification', 'AI for weed detection', 'AI for field security', 'Integration of AI and drones', 'Weather forecasting', 'AI for crop planning', 'Precision farming', 'AI for field prevention systems', 'AI for preventing wild animal access']",Decision-Support AI
W4386025050,[],Other
W4398188593,['machine learning'],Decision-Support AI
W4382134161,"['IoT sensor analytics', 'Fuzzy comprehensive evaluation', 'Reinforcement learning', 'Subway safety early warning']",Decision-Support AI
W4391094539,"['EEMD', 'CNN-LSTM', 'least squares polynomial function']",Predictive AI
W4385575861,"['LSTMs', 'extreme weather events']",Predictive AI
W4386763314,"['Machine Learning', 'Big Data']",Predictive AI
W4321501695,"['logistic regression', 'neural networks', 'convolutional neural networks']",Predictive AI
W4324125847,"['CNNs', 'disease identification']",Predictive AI
W4376143359,"['convolutional neural network', 'multimodal imaging', 'deep learning pipelines']",Data-Centric AI
W4389148689,"['CNN', 'Bi-LSTM']",Predictive AI
W4376616625,"['CNNs', 'satellite imagery preprocessing']",Data-Centric AI
W4388039774,"['CNN regression model', 'rainfall intensity estimation']",Predictive AI
W4377234082,"['Support Vector Machine (SVM)', 'Random Forest Classification']",Predictive AI
W4386032838,[],Data-Centric AI
W4392745898,"['machine learning', 'grid outage prediction']",Predictive AI
W4386352108,"['2D-CNN', 'Particle-Based Simulators (PBS)']",Data-Centric AI
W4379646190,"['deep learning (dl)', 'transfer learning', 'convolutional neural networks (convnets)', 'alexnet', 'vgg16', 'googlenet', 'resnet18']",Data-Centric AI
W4389542981,"['NeuroCellCentreDB', 'bounding box-based object detector', 'FRCNN', 'fully convolutional neural network', 'cell centre detection']",Data-Centric AI
W4383562691,"['satellite imagery analysis', 'deforestation drivers', 'rotation augmentation', 'self-supervised rotation loss']",Decision-Support AI
W4384009867,"['Least Squares Support Vector Machines', 'Multi-layer Perceptron-Artificial Neural Network', 'Radial Basis Function-Artificial Neural Network', 'Probabilistic Neural Networks']",Predictive AI
W4363648949,['IoT sensor analytics'],Data-Centric AI
W4391216866,"['Grammer angle field transformation method', 'local discharge signal conversion', 'convolutional neural networks (CNN)']",Data-Centric AI
W4322010099,"['artificial neural network', 'aerosol optical properties']",Predictive AI
W4315647847,"['Lonza', 'AI', 'machine learning', 'big data']",Decision-Support AI
W4386699112,"['Convolutional Neural Networks', 'Transformers']",Data-Centric AI
W4362497025,[],Other
W4363648959,"['Weather prediction (Transformer-based)', 'Tipping points identification', 'CNNs', 'Transformer-XL for electricity demand forecasting']",Predictive AI
W4322212158,['CNN'],Predictive AI
W4384447359,[],Other
W4380320601,"['artificial neural network (ANN) technique', 'probabilistic seismic demand model (PSDM)', 'seismic risk evaluation', 'underground structures', ' fragility curves']",Decision-Support AI
W4389764488,"['KoBERT', 'LDA']",Decision-Support AI
W4391096386,"['TF-IDF', 'FastText', 'Glove', 'CNN']",Data-Centric AI
W4367021400,[],Other
W4405256959,['predictive risk assessment'],Predictive AI
W4387814931,[],Other
W4385224671,[],Other
W4385451763,"['Natural Language Processing', 'SVM', 'CNN']",Predictive AI
W4321481184,"['neural network', 'weather forecasting', 'low-resolution time step', 'high-resolution setup']",Predictive AI
W4322006113,"['parameter estimation', 'machine learning (ML)', 'data assimilation', 'Bayesian neural networks (BNNs)', 'ensemble of point estimate neural networks']",Decision-Support AI
